PMID ,PERSONS
PMID , 
16551355," Uri Alon , Nadav Kashtan , Naama Barkai , Jan Ihmels , Alexandre Blais , Brian Dynlacht , "
16551372, 
16553946, 
16553966," Haruo Suzuki , Koya Mori , Tatekimi Matsuzaki , Seira Nakamura , Kenji Higashi , Hiromi Komai , Hayataro Kouchi , Atsuko Kishi , Yukino Ogawa , Ryo Hattori , Daisuke Kyuma , Hirotada Mori , Takaaki Nishioka , Akio Kanai , Tomoyoshi Soga , Takeshi Ara , Tomoya Baba , Aya Itoh , Dr. Dietmar Schomburg , "
16556303," D.G. , Andreas Kahari , "
16556315," Eric Sparling , Rich Giuli , John Pedersen , Mark Johnson , Michelle Green , "
16563163," Dr. Yaroslav Ispolatov , Lori Wilson , "
16566824," Ulvi Gerst , Priit Palta , Katre Palm , Signe Sumerik , "
16566836," Michael Zuker , Douglas H. Turner , Peter Clote , "
16569227," Antonio Marco , Ministerio de Educaci , Generalitat Valenciana , J. I. L. , Generalitat Valenciana , "
16569230, 
16569235," Nat Goodman , Burak Kutlu , DoE , "
16571130," John Aach , Fritz Roth , Valerie de Crecy-Lagard , Anthony Forster , Glenn Bj , Mering , "
16509994," Dr. Feng-Chin Chen , Dr. Huai-Kuang Tsai , Mr. Hung-Yi Chen , "
16512892," Gerd Anders , Jens L , Christof Winter , "
16512908," Sahar Barjesteh van Waalwijk van Doorn ,  Khosrovani , Renee Beekman , Claudia Erpelinck , Judith Gits , Antoinette Van Hoven , Beijen , Ruud Delwel , "
16512900, 
16571137," Yucel Altunbasak , Zafer Aydin , Mark Borodovsky , "
16571141," Dr. John P. Hulme , "
16573808," Davide Ba , Aoife McLysaght , "
16573812, 
16579851," F. Xiao , Q. Su , Z. Zhang , I.A. Doytchinova , "
16515700, 
16515683," Tamar Schlick , Jeremy Smith , Huda Hussein , Tywanna Anderson , Steve Lane , Travis Coake , "
16519817," Franz J. Brandenburg , Hardy Rolletschek , Mohammad Hajirezaei , Bou , Tim Dwyer , "
16519805," Karl Grosse-Vogelsang , Martin Eisenacher , "
16519800," Neema Jamshidi , Andrew Joyce , "
16519803," V.D. Marinescu , A.J. Butte , J.A. Majzoub , E. Gussoni , "
16522208," Acknowledgements , "
16522199," J.T. Kadonaga , U. Ohler , G. James , Richard J. Solove , "
16522212," Dmitri Kolychev , Zheng Xia , Virgil Edward Johnson , Robert Sullivan , Jeffrey F. D. Dean , Peggy Ozias-Akins , Marc Kirschner , "
16524483," Dr. Tiziana Cogliati , Connie Cepko , Blackshaw , Amit Arora , "
16524471, 
16524470," Devapriya Choudhury , Shobhit Mahajan , Amitabha Mukherjee , "
16524469," David Jackson , Martin Stein , Covert , "
16524462," F.G. , J.S. , Mirjam C. G. N. van Vroonhoven , "
16526950," Rasmus Steinkamp , Fiona Brinkman , Nico Pfeifer , Burkhard Morgenstern , "
16526963, 
16526949," Oleg I. Tarkanii , GraphPad Prism , Richard Neubig , Arthur Christopoulos , "
16526956," Dr. Tianhai Tian , Dr. Stephen Jeffery , Dr. Andr , "
16700920," Charles DeZiel , Nelson Rosa Jr. , Chris Langmead , Walter L. Ruzzo , "
16704727," Dr. Christophe Combet , Dr. Fran , Nicolas Sapay , "
16707006, 
16709240," Fundaci , Kevin Costello , Ricard Boque , "
16709248," Digestive , "
16709259," Wang , Chen , "
16712726," Anderson , Bumgarner , "
16712727," Ken Simpson , "
16712732," O. Yakhnenko , D. Caragea , Dr. S. Ahmad , Dr. A. Sarai , "
16712739," Augustus , "
16716215," Institut Curie , Curie , Institut Curie , Isabelle Janoueix-Lerosey , Olivier Delattre , Institut Curie , Virginie Raynal , Gaelle Pierron , Olivier Delattre , Institut Curie , Daniel Pinkel , "
16716226," Stephan Waack , "
16716228," Gary Stormo , Linda Riles , Katherine Varley , Scott Doniger , "
16725019," Jennifer Fostel , Norman Morrison , Ruan Elliot , Anne-Marie Minihane , Mark Wilkinson , Oscar Corcho , Benjamin Good , Sue Robathan , Mark Green , "
16725034," L. Cai , B. Wang , B. Yang , "
16725050," Deng , "
16729895, 
16729898," Lin Li , Saatrom , Xiaojing Yu , Changzheng Dong , Guohui Ding , Wu Wei , "
16670007, 
16670008," Brian Dynlacht , Alexandre Blais , "
16670020, 
16734902," F. Morel , F. Molina , "
16734914," Dana Eckart , David Fenstermacher , John Weinstein , Warren Kibbe , "
16737545," Grant , "
16670029," Dawei Wang , Brian Fayz , "
16672042," Stefan Bekiranov , Tom Gingeras , Nils Hansen , Alex Sczyrba , "
16672074, 
16674810," de Bretagne , Dr. Olivier Bodenreider , Dr. Virginie Deligni , Dr. Yannick Outreman , "
16674828," Marian Anghel , Eric Scheeff , Yuting Jia , "
16677374," T. K. Chandrasekhar , Alok Bhattacharya , Andrew Lynn , "
16677380, 
16677382," Donna Wall , Radhika Vaishnav , "
16677385, 
16677390," George Tseng , Jeffrey Townsend , John Staudenmayer , Patrick Eichenberger , Richard Losick , "
16677393, 
16681847, 
16681860," OBER , "
16684345," M. Barenco , D. Tomescu , D. Brewer , "
16684350, 
16684357, 
17101041," Shannon McWeeney , Vincent Yau , Ranjani Ramakrishnan , Iain Keddie , "
17101042," Sven Hartmeier , Andreas Pokorny , Joachim Friedrich , Vernetzungsfonds , Deutscher Forschungszentren , "
17105653, 
17105657," Dr. Chris Webb , "
17105666," Matthew N Davis , Channa K Hattotuwagama , Pingping Guan , Martin J Blythe , M. Nielsen , Heike I. Roesner , "
17107624," Dr. Limsoon , Wong , "
17109752," Barry Honig , Amber Allardice , Godfrey Kimball , Kacey Coley , Philip Woods , "
17109755," Alzheimer , Joseph , Kathleen Bryan ADRC , Louis D. , "
17109764," Knut , Alice Wallenberg Foundation , "
17109765, 
17112372," Dr. Lee Whitmore , Mary , "
17112386," Dr. Michael Cusick , "
17078886," Eivind Coward , Barry Zeeberg , David Kane , Eliza Chan , Matt J. Wood , Philippe Marambaud , Ali Gure , Miklos Toth , "
17116249, 
17118190," Dr. Dennis Diestler , "
17118209," Terry Speed , "
17123434," Daniel Beard , Lars , Uwe Sauer , Wolfgang Wiechert , Stelling , Marco Terzer , "
17123449," Dr. Ross Crowhurst , Albert , Asociaci , de Exportadores , Fundaci , Desarrollo Frut , Fundaci , "
None, 
17134475," Tekes , "
17134476," Manfred Klenner , "
17134477, 
17134478," Nigel Collier , Parantu Shah , Tuangthong Wattarujeekrit , Alexander Morgan , Martin Krallinger , David Dowty , Martha Palmer , Helen L. Johnson , Michael Bada , "
17134479, 
17125514," Robert Kim , Juan , Miguel Mosquera , Kirsten D. Mertz , Andrea Sboner , Rossana Dell , Anna , "
17129367," Songfeng Wu , Jiangqi Li , Xiushan Yin , "
17129386," X. Zheng , S. Li , W. Liu , B. Wu , "
17132165," Peter Ertl , "
17081284," Bente Kofahl , Edda Klipp , Czichowski , "
17081289, 
17134515," Dr. Jun Cai , Katherine Zhang , "
17137490, 
17137497," Bernard Billoud , "
17137502," Jian Ruan , Ben Tripp , Keith Walley , Jim Russell , "
17137509," George Coupland , Motif Mapper , Joachim Kilian , "
17137515," Carole Goble , Tom Oinn , Pinar Alper , Duncan Hull , Chris Wroe , Robert Stevens , Phil Lord , "
17081313," Pentti Riikonen , "
17083731," Palampur , Mr. Balkrishan Sharma , Ms. Sneh Lata , Mr. Manish Kumar , "
17083740, 
17083742," Jos , Alejandro Panjkovich , M.S. Madhusudhan , Juan Larra , Fernando Faunes , "
17087821," Sylvain Broh , Marc Lensink , Bruno Andr , "
17087822," Midori Harris , "
17087823," Martin Szugat , Vernetzungsfonds , Deutscher Forschungszentren , "
17090318," Peter Larsen , "
17090325," Kevin Murphy , Richard Wooster , David Lawrence Altschuler , "
17090331," Maciej Szymanski , Jiang Tian , "
17094799," John J. Tyson , Kathy Chen , Tibor Nagy , "
17094801," Dang Sy Hai , Florian Wagner , Johannes , "
17094804," Christoph Grunau , Stephen Altschul , Wetenschap , Filip Pattyn , Jo Vandesompele , Jasmien Hoebeeck , Kanker , G. , G. , G. , "
17032440," Sylvain Godreuil , Camille Szmaragd , David Zolli , Alain Gu , Miguel Lopez Ferber , Philip Agnew , "
17032441," Bob Murphy , Tom Mitchell , Cohen , Minkov , "
17032452, 
17032455, 
17032457," Botstein , Kruglyak , Dunham , Kevin Wayne , "
17038163," Scott Lusher , "
17038164," Dr. M. G. Poolman , D. A. Fell , Sharad Bhartiya , Mr. P. K. Vinod , "
17038168," Antonio Mar , Plan Andaluz de Investigaci , David Nesbitt , "
17038171," Wentian Li , Liping Wei , Min Zhao , Di Liu , "
17038174," Ross D. King , Andreas Karwath , Amanda Clare , Luc Dehaspe , Johanna Rommens , Radford Neal , "
17038176," J. Kao , Seaver , "
17038181," Pierre Netter , "
17038191," Masumi Itoh , Dr Nobuya Tanaka , Dr Simon Hubbard , "
17038193, 
17042935," Dr. Chiara Romualdi , "
17042942," R. Sainudiin , E.B. Knudsen , E. Waldron , J. Pritchard , H. Toivonen , L. Hosking , "
17042943, 
17042958," Peter R , Boris Fain , Sara Cheek , Derek Wilson , "
17044912," Haiyan Liu , Dr. Chu Wang , Dr. Hanjan Liu , "
17044919," Z. Sun , X. Yao , X. Yao , "
17044936, 
17052359," Yuzhen Ye , "
17054788, 
17054794," Cristalle Watson , "
17059589," Dr. I.A. Doytchinova , F. Xiao , Z. Zhang , X. Meng , "
17059591," Jeffrey Buchoff , James Diggans , William Craven , Ernest Szeto , Dmitry Krylov , Michael Kuziora , Christopher Alvares , Kory Johnson , Lawrence Mertz , Rafael Irizarry , "
17059592," Sophia Biemelt , Frederik , Mohammad Hajirezaei , Hardy Rolletschek , Uwe Sonnewald , "
17059594," Charles Bradshaw , Vineeth Surendranath , Andrej Shevchenko , Andreas Henschel , Sabine Bernauer , Michael Volkmer , "
17059595," F. Devaux , C. Jacq , J. Aubert , S. Robin , "
17059604, 
17059609," CNPq , "
17062145," Martin Kuiper , Vladimir Yankovski , Jan Komorowski , "
17062146," Daniel Lei , RL Charlebois , Abramson , "
17062155," Mikihiko Kawai , Takeshi Tsuru , "
17064411," Ingo Schupp , Igor Zwir , "
17064419," Jolanta Walichiewicz , "
17067368," Hanna , Bill Webster , Gordon Smyth , Lennart Dencker , Michael J. Fox , "
17067382," Corrella Detweiler , Natalie Ahn , Katheryn Resing , Tom Perkins , Jim Goodrich , Michael Yarus , Sandra Smit , Noboru Sueoka , Art Pardi , "
17067389," Fran , Coste , Mathieu Giraud , Dominique Lavenier , Anne Siegel , Marc Le Romancer , "
17069658," G. Bal , T. Vicsek , "
17069662," Dr. M. Robert , Y. Ishihama , Dr. N. Saito , Dr. H. Kochiwa , M. Giddings , Tsuruoka , "
17014715," Fran , Desch , Alain Gervais , Fran , Robert , Mathieu Blanchette , Beno , Leblanc , Karine Lemieux , Peter Mueller , "
17014720, 
17076887," Robichaud , Landry , J. Brassard , JC Houde , "
17014735," Dr. Stephen Jeffery , "
17018143," Cliff Joslyn , Tim Aitman , Sylvia Richardson , Marta Blangiardo , "
17018144," Michael Scott , Eugene Losev , "
17018148," Richard Goldstein , Gerton Lunter , Dawn Brooks , "
17018151," Boris Shakhnovich , "
17018156, 
17022803, 
17022808, 
17022809," Aaron Darling , Benjamin Schaller , "
17022824," Phil Kapranov , Ian Bell , Hari Tamanna , Madhavan Ganesh , Antonio Piccolboni , "
17022825," S. D. Levene , S. D. Levene , R. G. Scharein , John Luecke , Abhijeet Bhutra , Rob Scharein , Yosune Camio , Melanie DeVries , "
17026747," Claudio Scazzocchio , Masse de Donn , "
17026775," Dr. Zheng Yuan , "
17029635," David Edwards , Martijn van Kaauwen , "
16968531," M. Aguad , S. O. Kolokotronis , S. Ramos-Onsins , M. Schuster , C. Segarra , "
16970830," Ilya Shindyalov , Lynn Fink , Michael Gribskov , Shankar Subramaniam , Gerard Manning , Ilya Shindyalov , Michael Gribskov , Perl , "
16978421, 
16978423," David Posada , Ziheng Yang , Ingrid Jakobsen , Marc Suchard , Aaron Darling , Frank Wright , "
16981993," Leonardo Cocchi , Ferdinando Di Cunto , Paolo Provero , Tiziana Venesio , "
16981994, 
16984632," L. N. Johnson , Iver Cooper , "
16984652, 
16984653," Dr. Pauline Ng , Dr. Carles Ferrer-Costa , "
16948844," Erik Franck , Jong , Arnold Kuzniar , Greer Wilson , "
16995941," Suvi Vartiainen , Jani Kek , Petri Pehkonen , "
17118130," Andrey Ptitsyn , Stephen Winters-Hilt , Steve Jennings , Dawn Wilkins , William Slikker , Stephen Winters-Hilt , Jonathan Wren , Isobel Peters , Enitan Sawyer , "
17118131," Steven Conrad , John Hogenesch , Storch , Benjamin Tu , Steven McKnight , "
17118132, 
17118133, 
17118134, 
17118135," Anil Yelundur , "
17118136," Haar , Daubechies , "
17118137," Robert H. Heflich , Tao Han , "
17118138, 
17118139," James Fuscoe , "
17118140, 
17118141," Dean , Youping Deng , Haibo Wang , Jason Hale , "
17118142, 
17118143," Mark Akeson , David Deamer , Mark Akeson , Seth Pincus , Eric Morales , Srikanth Sendamangalam , Iftekhar Amin , Tien Banh , Maria Tanase , Matt Landry , Anand Prabhakaran , John Millet , Charlie McChesney , Anil Yelundur , Raja Iqbal , Carl Baribault , Srikanth Sendamangalam , "
17118144," David Deamer , Dr. Wenonah Vercoutere , "
17118145," Steve Harris , Xiaoxi Cao , "
17118146," Dawn Arculus , Jane Rosov , "
17118147," David Deamer , "
17118148," GITI , "
17118149," Dean , Youping Deng , "
17118150," David Pollock , David Pollock , Chad Jarreau , Jonathan Bonin , Jonny Roberts , Patricia Ledwig , Stephen McCullough , Sujatha Muralidharan , Yonatan Platt , "
17118151, 
17118152," Mr. William S. Branham , "
17002805," Adrian Krainer , Michael Zhang , "
17005048, 
17010188," Dr. Henry Horng-Shing Lu , Kevin Bullaughey , "
17010189," Jean Thioulouse , Nouveau Salquenen , "
16948864," Grant , "
16952317," David Mathews , Ian Holmes , Alvin Goldfarb , "
16952323," Yasumasa Shigemoto , "
16953874," Quan Le , "
16953879," Virgo , Frank L. Morin , Technische Hogeschool Rijswijk , Eric Brouwer , "
16956394," Mingjing Lu , "
16956412, 
16956416, 
16959042, 
16961919, 
17425803," Olga Zhaxybayeva , Craig Nelson , Paul Ryvkin , "
17425808, 
17428323," Chris Peacock , Matt Berriman , Peter Ashton , "
17428344," Yong Duan , Keenan Taylor , "
17439644, 
17442102," G. Benson , N. Galtier , F. Massol , Josh Auld , Incitative , Physique , Biologie , Fran , "
17442109, 
17442113," Dr. John Wallis , "
17442117, 
17445272," Jianxiong Li , Bhavani Gowda , Shengcheng Han , Hongbo Zhang , Marta Bokowiec , Dr. Dawn Adelsberger , Dr. Michael B. Black , Arief Budiman , Joseph Bedell , "
17445273," Paul Tymann , Glenn Katzen , Chris Connett , Andrew Yohn , "
17445280," S. Morgenthaler , "
17448222, 
17448237, 
17448242," BOOTStrep , Martin Romacker , Holger Stenzhorn , Saarbr , Franz Baader , Boontawee Suntisrivaraporn , "
17451607," Florencio Pazos , Antonio Rausell , Rob Russell , Guy Perri , Ian Jeffery , Fagan , R. This , "
17451609, 
17451610," Grant , "
17456238," Josep F. Abril , Miguel Pignatelli , Arnaud Kerhornou , "
17462086," Ross Overbeek , Rick Stevens , Mike Kubal , Nathan Tintle , John Gonthier , Tyson VonDerfecht , "
17407573, 
17470273," Raji Gurunathan , Sandhya Durvasula , Sonja Prohaska , "
17470296," Van Buren , "
17407596, 
17407601, 
17407606," David R. Westhead , Akira R. Kinjo , "
17408490," Duber Frey Viteri , Melissa Cheng , Joanna Freedman , "
17411443," Jaeger , "
17419878," CASTp , SARIG , "
17697349," Dr. Vladimir Valtchinov , T. Tschaplinski , C. Schadt , Dr. Xiaoqian Sun , "
17705863, 
17672913," J. Kim , C.M. Nam , "
17672919," Talima Pearson , Jeffrey Foster , Bill Lott , "
17678526, 
17678535," Timo Duchrow , Vladimir Kubatin , Lee Josephson , Ching Tung , Elena Aikawa , Kim Kelly , Rajesh Anbazhagan , Jason Brown , Brett Dikeman , Melissa Carlson , Neil Smalheiser , "
17708757, 
17708758," Grant , Thijs Beuming , Harel Weinstein , "
17711568, 
17711571, 
17711581," M. Vilela , Coordenadoria de Aperfeicoamento de Pessoal , "
17714583," Paulo S. Silva , Walter F. Mascarenhas , CNPq , "
17716377," Dr. Yi-Shin Chen , "
17718914, 
17718915, 
17718923, 
17723146," Dr. Lu , A. Nunes Amaral , Dr. Roger Guimer , Dr. Jingchu Luo , Dr. Mikael Huss , Dr. Petter Holme , Dr. Mikael Huss , Grant , "
17725821," Kristoffer Rapacki , "
17725829, 
17725841," Lisa Kinch , James Wrabl , "
17727715, 
17727718," Prakash Velayutham , Dr. Miroslaw Kordos , "
17727721, 
17683520," K. Koorikawa , "
17683533," Hewlett Packard , Dr. Greg Vatcher , Drs. Raymond Ng , Victor Ling , "
17760957, 
17760969, 
17760972, 
17760982, 
17760983," Margriet Hendriks , Huub Hoefsloot , Marieke Timmerman , "
17761002, 
17764552, 
17683565, 
17683567," Andorf , Masaaki Furuno , David Hill , Judith Blake , Richard Baldarelli , Piero Carninci , Yoshihide Hayashizaki , Shankar Subramaniam , Pierre Baldi , Vasant Honavar , Drena Dobbs , Carson Andorf , "
17683571," Jingde Zhu , "
17683581," Samy Metari , Michel Benoit , "
17683589," Dr. Shimsuke Dohkan , "
17683598, 
17683601," Amelie Veron , Heather Vincent , "
17683603," Deutsche Krebshilfe , "
17683614," Dr. Xiao-Jun Ma , "
17683637," Nigel Cooper , Ken Ramos , "
17683642," Jasmin Saric , "
17686158, 
17686169," Marina Axelsson-Fisk , Olle Nerman , Francesco Strino , "
17686183," Robert Marinelli , Matt van de Rijn , "
17688687, 
17688688," Neil Rawlings , "
18070356," David Luebke , Julian Parkhill , Mihai , Steven Salzberg , "
18070366," Grant , Dr. Jie Liang , Dr. Dong Xu , Zhang , "
18072965, 
18076765, 
18088431, 
18088438, 
18093293," Mark Allen Weiss , Jonathan Goler , Kirsten Benjamin , Heather Keller , Ty Thomson , Rebecca Ward , Andrew , "
18093302," Genaev M. , Busygina , Podkolodny , "
18093306, 
18093328," Pierre Gagn , Eric Winstall , Ken Sin Lo , "
18093342," Dr Maria Kowalczuk , "
18096047, 
18096081, 
None," Gal Chechik , Christina Leslie , William Stafford Noble , Gunnar , Friedrich Miescher Laboratory , Quaid Morris , Terrence Donnelley , Koji Tsuda , Pierre Baldi , Kristin Bennett , Mathieu Blanchette , Eleazar Eskin , Brendan Frey , Nir Friedman , Michael I. Jordan , Alexander Hartemink , Michal Linial , Fraunhofer , Uwe Ohler , Alexander Schliep , Eran Segal , Jean-Philippe Vert , Tomer Hertz , Su-In Lee , Hiroshi Mamitsuka , Motoki Shiga , Haidong Wang , "
18269696," Doina Precup , Eric Blais , Emmanuel Mongin , Francois Pepin , "
18269697," Ruben Schilling , Tilman Lange , "
18269698," J. Grossmann , S. Baginsky , W. Gruissem , "
18269699," Michael Hawrylycz , Sam Roweis , Jim Gray , "
18269700, 
18269701," Anja Neuber , Alexander Zien , Georg Zeller , Andrei Lupas , Detlef Weigel , Alan Zahler , Koji Tsuda , Christina Leslie , Eleazar Eskin , Alexander Zien , Cheng Soon Ong , Michiel Van Bel , "
18269702, 
18154664," Pedro Beltr , "
18162129," Tuan A. Tran , R. Matthew Ward , "
18053160," Byung-chul Lee , "
18053244," Dannie Durand , "
18067669, 
17302974," Fran , Dr. Burak Kutlu , "
17309789," E.V. Ignatieva , "
17270037," Sabrina Carpentier , Severine Lair , "
17270038," Eran Halperin , "
17270045, 
17270052," Shyu , "
17311682," Chris Mungall , "
17313665," Dr. D. Skripin , "
17316423," Jerome Pansanel , "
17316436, 
17319944, 
17319945," Patrice Koehl , Julie D. Thompson , Louis Pasteur , "
17319966," Tsai , Mr. Meng-Yuan Chou , Messrs. Tze-Chang Shiao , Fang , "
17324286," Martin Shumway , Jeff Sitz , Mike Schatz , Marina Lee , "
17324296," Ministerio de Educaci , Generalitat de Catalunya , "
17326819," C. F. Huang , C. Hsu , Yi-Feng Lin , Tsung-Wei Hu , Jen-Jie Chiou , Tsou , Chen-Kung Chou , Wey-Jinq Lin , G. Lee , R. Yu , "
